SITE_NO,SITE_NAME,TYPE,MUNICIPALITY,LATITUDE,LONGITUDE
5060,HIGH/REGENT,INT,GLG,-38.173322,144.344573
5061,HIGH NR ROSLYN,POS,GLG,-38.175388,144.342373
5062,HIGH/ROSLYN/THOMSON/CORIO,INT,GLG,-38.175388,144.342373
5063,HIGH NR DOROTHY,POS,GLG,-38.178221,144.339348
5064,CORIO-WAURN POND(LATROBE NR LITTLE MALOP,POS,GLG,-38.14586,144.353062
5065,CORIO-WAURN PONDS/PIONEER/SOUTH VALLEY,INT,GLG,-38.196891,144.318699
5066,CORIO-WAURN PONDS / REYNOLDS,INT,GLG,-38.189346,144.327742
5067,GEELONG-BACCHUS MARSH/CORIO VILLAGE SC,INT,GLG,-38.076151,144.358539
5068,CORIO-WAURN(SETTLEMENT/TORQUAY/SURFCOAST,INT,GLG,-38.182433,144.344739
5069,CORIO-WAURN PONDS (SETTLEMENT/BREAKWATER,INT,GLG,-38.18075,144.350448
5070,BROUGHAM/MOORABOOL,INT,GLG,-38.145226,144.361692
5071,BELLARINE HWY ( MCKILLOP ) / GARDEN,INT,GLG,-38.156968,144.370492
5072,THOMPSON/COX,INT,GLG,-38.083017,144.348772
5073,BACCHUS MARSH/PURNELL,INT,GLG,-38.074157,144.358648
5074,BELLARINE HWY (MCKILLOP) / GHERINGHAP,INT,GLG,-38.152709,144.355402
5075,MALOP/BELLERINE,INT,GLG,-38.148688,144.365758
5076,CORIO-WAURN P(LATROBE)BTW BOND&CLARENDON,POS,GLG,-38.156229,144.351096
5077,CORIO-WAURN PONDS (SETTLEMENT)/HIGH,INT,GLG,-38.181628,144.336212
5078,MALOP/YARRA,INT,GLG,-38.147978,144.363257
5079,CORIO-WAURN POND(SETTLEMENT/BARWON HEADS,INT,GLG,-38.175239,144.352389
5080,CHURCH/MINERVA,INT,GLG,-38.129842,144.331939
5081,YARRA/LT MALOP,INT,GLG,-38.148982,144.3628
5082,MALOP NR YARRA,POS,GLG,-38.147838,144.362745
5083,SURF COAST HWY/HEYERS,INT,GLG,-38.20858,144.339971
5084,THOMPSON NR VISTULA,POS,GLG,-38.113438,144.342889
5085,THOMPSON/VICTORIA,INT,GLG,-38.121766,144.341271
5086,SURF COAST HWY NR CHERYL,POS,GLG,-38.188259,144.343763
5087,SURF COAST HWY/MARSHALLTOWN,INT,GLG,-38.195669,144.342408
5088,SURF COAST HWY/PIONEER,INT,GLG,-38.203111,144.340959
5089,RYRIE/GARDEN,INT,GLG,-38.152938,144.372346
5090,ROSLYN/ROBERTS,INT,GLG,-38.173909,144.330096
5092,PHW/WERRIBEE/WATTON/SYNNOT,INT,WYN,-37.904559,144.655502
5093,WERRIBEE MAIN RD(PHW)/CHERRY/SYNNOT,INT,WYN,-37.900366,144.665904
5094,PAKINGTON NR RETREAT,POS,GLG,-38.14994,144.346531
5096,AUTUMN/PAKINGTON/GORDON,INT,GLG,-38.143758,144.347683
5097,PAKINGTON/ALBERT,INT,GLG,-38.140783,144.348286
5098,SEPARATION/THOMPSON,INT,GLG,-38.110817,144.343395
5099,ANAKIE/SEPARATION,INT,GLG,-38.10942,144.33179
5100,MIDLAND HWY/PAKINGTON/STUBBS,INT,GLG,-38.132098,144.349927
5101,SEPARATION/DOURO,INT,GLG,-38.111559,144.349801
5102,MIDLAND HWY/CHURCH,INT,GLG,-38.131091,144.342952
5103,MIDLAND HWY/SHANNON/THOMPSON,INT,GLG,-38.12687,144.339325
5104,MIDLAND HWY NR STODDART,POS,GLG,-38.123768,144.336741
5105,PHW/GRANT/HART,INT,COY,-38.339299,143.58166
5106,MIDLAND HWY/ANAKIE/VINES,INT,GLG,-38.116,144.330367
5108,THOMPSON/MORGAN,INT,GLG,-38.099856,144.345497
5109,VINES NR MARLO,POS,GLG,-38.120578,144.328314
5110,ANAKIE NR BARTON,POS,GLG,-38.105539,144.332541
5111,CORIO-WAURN PONDS/YOORINGA/FORSTER,INT,GLG,-38.095181,144.35595
5112,BROUGHAM/GHERINGHAP,INT,GLG,-38.1445,144.359186
5113,WESTERN BEACH/GHERINGHAP,INT,GLG,-38.142758,144.359921
5114,BARRABOOL/BELLE VUE,INT,GLG,-38.171516,144.324397
5115,THOMPSON/DONNYBROOK,INT,GLG,-38.08675,144.348056
5116,GEELONG-PORTARLINGTON/CHRISTIES,INT,GLG,-38.176706,144.476474
5117,RYRIE NR JAMES,POS,GLG,-38.148814,144.358025
5118,RYRIE NR UNION,POS,GLG,-38.149537,144.360561
5119,MERCER NR GINN,POS,GLG,-38.139497,144.354766
5120,BELLARINE HWY NR MURRAY,POS,QUE,-38.271427,144.632762
5121,GEELONG-PORTARLINGTON NR EVERSLEY,POS,GLG,-38.174154,144.569432
5122,GREAT OCEAN RD NR HARDY ,FLASH PX,COY,-38.755903,143.669251
5123,CLIFTON SPRINGS/HANCOCK,INT,GLG,-38.172315,144.570975
5124,GREAT OCEAN RD NR MC LAREN,FLASH PX,COY,-38.757914,143.670075
5125,MALOP NR CLARE,POS,GLG,-38.146995,144.359692
5127,ANAKIE / Bell Park Plaza (Aldi Supermarket),INT,GLG,-38.097195,144.334145
5128,MARYBOROUGH-DUNOLLY (BROADWAY) NR BULL,FLASH PX,CGD,-36.860391,149.732401
5130,WARBURTON HWY NR WATER WHEEL,POS,YRG,-37.753809,145.68865
5131,PIONEER/CHURCH,INT,GLG,-38.201196,144.326762
5132,ANAKIE RD INTERCHANGE/PRINCES HW (GRR),INT,GLG,-38.076744,144.333275
5133,MIDLAND HWY/GRR SB RAMPS/ROLLINS,INT,GLG,-38.105735,144.320828
5134,GEELONG-BACCHUS MARSH/PRINCES HW (GRR),INT,GLG,-38.058606,144.358449
5135,MIDLAND HWY/KARDINIA COLLEGE ENTRANCE,INT,GLG,-38.11063,144.32563
5136,MYERS/YARRA,INT,GLG,-38.152093,144.361384
5137,SEPARATION NR TALLINN,POS,GLG,-38.110401,144.339959
5138,HAMILTON HWY/GRR INTERCHANGE,INT,GLG,-38.141227,144.294534
5139,PAKINGTON/WARATAH/WELLINGTON,INT,GLG,-38.138095,144.348807
5140,BELLARINE HWY NR PT LONSDALE,POS,QUE,-38.271257,144.623129
5141,CORIO-WAURN PONDS NR KIDMAN,POS,GLG,-38.184889,144.332275
5142,BARRABOOL RD / GRR Ramps North Bound,INT,GLG,-38.171732,144.291066
5143,CORIO-WAURN PONDS/ROSSACK/GRR RAMPS,INT,GLG,-38.200726,144.311472
5150,VINES/CAREY,INT,GLG,-38.12571,144.327394
5151,MIDLAND HWY/GRR NB RAMPS,INT,GLG,-38.104481,144.319256
5152,CHURCH/VINES,INT,GLG,-38.129181,144.326798
5154,CORIO WAURN PONDS / SWINBURNE,INT,GLG,-38.119541,144.353675
5155,WARBURTON HWY NR SCHOOL LANE,POS,YRG,-37.77932,145.606372
5156,PATULLOS/KEES,FLASH PX,GLG,-38.022772,144.395481
5157,BACCHUS MARSH-GEELONG NR STATION,POS,MOR,-37.684875,144.433775
5158,PRINCES WAY/COLEMAN,INT,BAW,-38.158656,145.921319
5160,BACCHUS MARSH/GISBORNE (ROBERTSON ST),FLASH PX,MAC,-37.485674,144.589819
5161,DROUIN-WARRAGUL/LARDNERS TRACK,INT,BAW,-38.144306,145.893329
5162,SURF COAST/FEEHANS/COASTSIDE,INT,GLG,-38.241428,144.333593
5163,STURT/ARMSTRONG,INT,BLT,-37.561623,143.856322
5164,BREAKWATER/FELLMONGERS,INT,GLG,-38.17933,144.36759
5165,DRYSDALE-ST LEONARDS RD NTH OF BLANCHE,FLASH PX,GLG,-38.171191,144.717494
5166,DROUIN-WARRAGUL/DROUIN-KORUMBURRA,FLASH PX,BAW,-38.135998,145.856799
5167,BELLARINE HWY/RAIL TRAIL NR EARLS RD,POS,GLG,-38.175888,144.411074
5169,NORTHERN HWY/SPRINGRIDGE BVD,INT,MIT,-37.396502,144.977793
5170,WALLAN-WHITTLESEA RD/ WINDHAM ST,INT,MIT,-37.416702,144.982061
5171,STATION ST BTW GVL AND HENRY ST,POS,MIT2,-37.024468,145.137123
5173,Corio-Waurn Ponds / WAURN PONDS SC ACCESS,INT,GLG,-38.197743,144.3173
5174,CARTWRIGHT NR KELLIHER,FLASH PX,WOD,-36.139976,146.893102
5175,JETTY/WYNDHAM / CENTENNIAL,INT,GLG,-38.171855,144.552588
5177,PRINCES HWY/AIRFIELD,INT,LAT,-38.218187,146.475744
5178,GRUBB/EMPRESS,INT,GLG,-38.239486,144.539211
5179,BURONGA-MILDURA SOUTH/ETIWANDA,INT,MIL,-34.191878,142.174365
5181,THOMPSON NR HOLLYDENE ,POS,BAS,-38.454215,145.238974
5182,BACCHUS-MARSH /O'BRIENS,INT,GLG,-38.055307,144.358382
5183,BRIDGE/WATER/BAXTER,INT,GBO,-36.752617,144.283762
5184,SHARON NR ELLIS,FLASH PX,GBO,-36.776676,144.300123
5185,PHE/REEVE/PARK,INT,WEL,-38.111574,147.0613
5186,GREAT OCEAN RD /DIGGERS WAY /RACV ENTRY,INT,SFC,-38.339319,144.311557
5187,BARWON/SWANSTON,INT,GLG,-38.165898,144.36066
5189,FYANS/YARRA,INT,GLG,-38.162397,144.35663
5190,BELLARINE HWY/WALLINGTON-OCEAN GROVE,INT,GLG,-38.209188,144.509811
5191,BELLARINE HWY/MELALUKA,INT,GLG,-38.187022,144.455487
5192,BELLARINE HWY(ORMOND RD)/HUMBLE,INT,GLG,-38.162117,144.378232
5193,BELLARINE HWY/KENSINGTON,INT,GLG,-38.18918,144.46429
5194,BELLARINE HWY/CHRISTIES RD/CLAREMONT DR,INT,GLG,-38.191447,144.473448
5195,FENWICK/GORDON/RAILWAY,INT,GLG,-38.145503,144.355857
5196,BELLARINE HWY (MCKILLOP)/YARRA,INT,GLG,-38.154144,144.360424
5197,RYRIE/FENWICK,INT,GLG,-38.147893,144.354829
5198,BELLARINE HWY (MCKILLOP)/SWANSTON,INT,GLG,-38.155569,144.365412
5199,GREAT OCEAN RD / HOYLAKE,INT,SFC,-38.339096,144.309037
5200,FYANS/SWANSTON,INT,GLG,-38.163812,144.361614
5201,RYRIE/GHERINGHAP,INT,GLG,-38.148611,144.357305
5202,RYRIE/MOORABOOL,INT,GLG,-38.149324,144.359806
5203,RYRIE/YARRA,INT,GLG,-38.150037,144.362314
5204,RYRIE/BELLERINE,INT,GLG,-38.150747,144.36481
5205,SYDNEY/SWANSTON/RYRIE,INT,GLG,-38.151409,144.36732
5206,ORMOND/GARDEN/MYERS,INT,GLG,-38.154977,144.371406
5207,BELLARINE HWY (MCKILLOP)/ORMOND,INT,GLG,-38.158186,144.374526
5208,BELLARINE HWY / COPPARDS,INT,GLG,-38.173646,144.402461
5209,BELLARINE HWY (ORMOND) / BOUNDARY,INT,GLG,-38.168686,144.384507
5210,BELLARINE HWY / WILSONS,INT,GLG,-38.17063,144.391442
5212,BELLARINE HWY/ASH/SIMONS,INT,GLG,-38.1902,144.468858
5213,GEELONG-PORTARLINGTON/POINT HENRY,INT,GLG,-38.167201,144.422311
5214,BOARDWALK/TOM ROBERTS,INT,WYN,-37.893442,144.728773
5215,BELLARINE HWY/MOOLAP STATION,INT,GLG,-38.178531,144.420256
5216,HODGSON/THE TERRACE,INT,GLG,-38.26788,144.524632
5217,TOWNSEND/WILSONS,INT,GLG,-38.181146,144.389452
5218,BELLARINE HWY NR NELSON,POS,GLG,-38.171403,144.394306
5219,CORIO-WAURN PONDS(SETTLEMENT) NR FRANCIS,POS,GLG,-38.181857,144.347272
5220,CHURCH NR BAYVIEW,POS,GLG,-38.129555,144.329711
5221,SHANNON/CHURCH,INT,GLG,-38.130661,144.338307
5222,SHANNON/AUTUMN,INT,GLG,-38.141654,144.336153
5223,SHANNON NR CATHERINE,POS,GLG,-38.137352,144.337021
5225,FELLMONGERS NR HITCHCOCK,POS,GLG,-38.179585,144.375591
5226,MIDLAND HWY (CHURCH)/WEDDELL,INT,GLG,-38.131418,144.344633
5227,BARWON HEADS/BREAKWATER,INT,GLG,-38.180801,144.353958
5228,SHANNON/ALBERT,INT,GLG,-38.139393,144.336609
5229,BREAKWATER/TUCKER/CURRIER,INT,GLG,-38.182314,144.366582
5231,SURF COAST HWY NR BEACH,POS,SFC,-38.326617,144.317634
5233,PRINCES HWY / FARM,INT,WYN,-37.907843,144.645026
5234,DUNNINGS/BOARDWALK,INT,WYN,-37.884533,144.732849
5235,DERRIMUT/LEAKES,INT,WYN,-37.83446,144.691056
5236,POINT COOK/DUNNINGS,INT,WYN,-37.887153,144.755999
5237,HEATHS/WERRIBEE PLAZA REGIONAL SC ENT,INT,WYN,-37.876959,144.676838
5238,OLD GEELONG/FIAT DEALERSHIP ENT,INT,WYN,-37.878751,144.708581
5239,HEATHS/WERRIBEE PLAZA/GLENDALE CRT,INT,WYN,-37.877193,144.678829
5240,OLD GEELONG/DUNLOP,INT,WYN,-37.871908,144.725305
5241,MAIN/MURNONG,INT,WYN,-37.88318,144.735295
5242,DUNCANS/COLLEGE,INT,WYN,-37.903828,144.666227
5243,LITTLE BOUNDARY/PIPE,INT,WYN,-37.818774,144.819113
5244,HEATHS/MOSSFIEL,INT,WYN,-37.878896,144.695228
5246,DERRIMUT/WARRINGA,INT,WYN,-37.880703,144.682367
5247,AVIATION NR RAILWAY (TRIHOLM),FLASH PX,HOB,-37.867294,144.761691
5248,SURFCOAST/BEACON/MERRIJIG,INT,SFC,-38.307718,144.320013
5249,WERRIBEE MAIN RD(PHW)/SYNNOT/BRIDGE,INT,WYN,-37.903107,144.660729
5250,PHW(SYNNOT)/WEDGE,INT,WYN,-37.9043,144.658569
5251,COTTRELL (EAST)/MARKET,INT,WYN,-37.8974,144.660215
5252,MORRIS/HEATHS,INT,WYN,-37.879427,144.701279
5253,DUNCANS/SYNNOT,INT,WYN,-37.901914,144.66289
5254,DERRIMUT/HEATHS,INT,WYN,-37.877593,144.682891
5255,BALLAN/CAMBRIDGE,INT,WYN,-37.895991,144.637305
5256,PHW/WATTLE,INT,WYN,-37.898711,144.670394
5257,WERRIBEE MAIN RD(PHW)/DERRIMUT,INT,WYN,-37.893837,144.680481
5258,FITZGERALD/GILBERTSON,INT,WYN,-37.820715,144.78645
5259,WERRIBEE/COTTRELL/PHW,INT,WYN,-37.901843,144.65363
5260,CHERRY/RAILWAY,INT,WYN,-37.897912,144.663752
5262,DERRIMUT/RAILWAY,INT,WYN,-37.890681,144.680242
5263,BOUNDARY/WILLIAM ANGLISS/MARWEN,INT,WYN,-37.813133,144.782369
5265,DERRIMUT/WILLMOTT,INT,WYN,-37.88661,144.681371
5266,DOHERTYS/HUME,INT,WYN,-37.829053,144.796652
5268,SAYERS/MORRIS,INT,WYN,-37.850532,144.706348
5269,HEATHS/ROSELLA,INT,WYN,-37.876503,144.672749
5270,TRIHOLM NR AVIATION,POS,HOB,-37.867105,144.760883
5271,SAYERS/MARQUANDS,INT,WYN,-37.852333,144.726874
5272,SYNNOT BTN WEDGE & BRIDGE,POS,WYN,-37.903677,144.659696
5273,PFW/FORSYTH,INT,WYN,-37.875226,144.737423
5274,MORRIS/BELLBRIDGE,INT,WYN,-37.874413,144.702181
5275,MORRIS/HOGANS,INT,WYN,-37.864868,144.703809
5276,TARNEIT/PARRAMATTA,INT,WYN,-37.886631,144.662509
5277,SAYERS/DOUBELL,INT,WYN,-37.851743,144.71971
5279,PALMERS/LEAKES,INT,WYN,-37.839437,144.747083
5280,BOUNDARY/HUME,INT,WYN,-37.814478,144.798225
5281,DERRIMUT/VIRGILIA/SYCAMORE,INT,WYN,-37.860218,144.685961
5282,HOGANS/TARNEIT,INT,WYN,-37.860875,144.667022
5283,SAYERS/FORSYTH ,INT,WYN,-37.852719,144.731186
5284,SAYERS/PALMERS,INT,WYN,-37.85389,144.74508
5286,PRINCES FWY/EASTBOUND RAMP/FORSYTH,INT,WYN,-37.873013,144.736683
5287,SHAWS/MARKET,INT,WYN,-37.888995,144.652348
5289,CHERRY NR WATTON,POS,WYN,-37.899493,144.663921
5290,BOUNDARY/LOT E ACCESS,INT,WYN,-37.811262,144.760291
5291,DUNCANS/FEDERATION TRAIL,POS,WYN,-37.910032,144.677819
5292,SAYERS/PALMERS (STH),INT,WYN,-37.85404,144.746893
5295,LITTLE BOUNDARY RD/ACCESS RD,INT,WYN,-37.822262,144.82239
5296,PHW/FEDERATION TRAIL,POS,WYN,-37.819275,144.840111
5297,POINT COOK NR CATHERINE (NORTH),POS,HOB,-37.877799,144.757734
5298,POINT COOK NR CATHERINE (SOUTH),POS,HOB,-37.879175,144.757475
5299,PALMERS/THE STRAND,INT,WYN,-37.881167,144.747799
5300,HAMILTON HWY (ABERDEEN)/PAKINGTON,INT,GLG,-38.14676,144.347125
5301,PAKINGTON/NICHOLAS,INT,GLG,-38.156318,144.345343
5302,HAMILTON HWY (ABERDEEN)/SHANNON,INT,GLG,-38.145376,144.335467
5303,PAKINGTON/NOBLE,INT,GLG,-38.153977,144.345777
5304,PAKINGTON/WEST FYANS,INT,GLG,-38.159581,144.344731
5305,SHANNON/WEST FYANS,INT,GLG,-38.158229,144.333049
5306,SHANNON/NOBLE,INT,GLG,-38.152602,144.334124
5307,SHANNON/APHRASIA,INT,GLG,-38.149811,144.334649
5308,HAMILTON HWY (ABERDEEN)/MINERVA,INT,GLG,-38.14461,144.329066
5310,MIDLAND HWY/GLENLEITH,INT,GLG,-38.132474,144.351916
5311,NOBLE NR CLAREMONT,POS,GLG,-38.153033,144.337777
5312,MIDLAND HWY/JASMINE/WAIORA ,INT,GLG,-38.118676,144.332604
5313,DERRIMUT/HOGANS,POS,WYN,-37.862917,144.685453
5314,WEBB NR VALLEY FAIR,FLASH PX,CAS,-38.02614,145.304
5316,SAYERS/TARNEIT,INT,WYN,-37.846376,144.669466
5317,TARNEIT/LEAKES,INT,WYN,-37.832034,144.672875
5318,PALMERS/ASHCROFT,INT,WYN,-37.862188,144.747931
5319,SAYERS/PENROSE,INT,WYN,-37.846995,144.675006
5320,SAYERS/CROSSWAY,INT,WYN,-37.84744,144.67893
5321,MORRIS/THOMAS CARR/SPRING HAVEN,INT,WYN,-37.846067,144.707162
5322,PHW/WESTLEIGH DVE,INT,WYN,-37.915865,144.6387
5323,OLD GEELONG / COSTA ,INT,WYN,-37.874965,144.718139
5324,DERRIMUT/TARNEIT STATION,INT,WYN,-37.829597,144.69185
5325,LEAKES/ SUNSET VIEWS / TARNEIT STATION,INT,WYN,-37.83502,144.69547
5326,Geelong-Bacchus Marsh Rd /PHW Sth O/P,INT,GLG,-38.060103,144.358539
5327,PIGDONS ROAD / UNIVERSITY DRIVE,INT,GLG,-38.193316,144.305298
5328,OLD GEELONG ROAD/ FORSYTH RD/ASHCROFT AVE ,INT,WYN,-37.868931,144.734514
5329,RIVERSDALE ROAD EAST OF WESTBOURNE GROVE,POS,BOR,-37.8328,145.06925
5330,WESTERN HWY/LAWRENCE,INT,PYR,-37.429821,143.383708
5331,SURF COAST HIGHWAY / BAANIP BOULEVARD,INT,GLG,-38.21315,144.33907
5332,COTTRELL NR COOP,FLASH PX,WYN,-37.898479,144.658372
5334,BAANIP BOULEVARD / SOVEREIGN DR,INT,GLG,-38.214972,144.32627
5335,PRINCES HIGHWAY WEST/HESSE STREET,INT,SFC,-38.243342,143.989223
5336,PRINCES HWY WEST/DEANS MARSH RD/MURRELL ,INT,SFC,-38.245113,143.983612
5339,DUNCANS/K/PRINCES FWY OFF RAMP,INT,WYN,-37.913023,144.683332
5340,Birmingham Road near Alice Street ,POS,YRG,-37.784155,145.37867
5342,Derrimut Road / Wyndham Leisure & Event ,INT,WYN,-37.882813,144.682039
5343,Armstrong Road / Black Forrest Road,INT,WYN,-37.89882,144.604995
5345,Tarneit Rd / Loretta Blvd / Obsidian Av,INT,WYN,-37.842458,144.670644
5346,Princes Hwy / Sneydes Rd / Tyrone St,INT,WYN,-37.896341,144.675314
5347,BAANIP BOULEVARD/GHAZEEPORE ROAD,INT,GLG,-38.219303,144.300378
5348,SHELL ROAD / BELLARINE AQUATIC CENTRE,INT,GLG,-38.258216,144.541092
5349,Jetty Road / Railway Cresent,POS,GLG,-38.178537,144.551269
5350,SURF COAST HIGHWAY / KIDMAN AVENUE,INT,GLG,-38.185689,144.344211
5351,SURF COAST HWY / ARMSTRONG / Burvilles,INT,GLG,-38.229464,144.33596
5353,SURF COAST HWY/WHITES RD/WARRALILY RD,INT,GLG,-38.23396,144.335147
5354,Jetty Road / McDowell Street,INT,MRP,-38.356064,144.909195
5355,DRYSDALE-OCEAN GROVE RD/MARLIN DR,INT,GLG,-38.259939,144.535186
5356,SURF COAST HIGHWAY / UNITY DRIVE,INT,GLG,-38.225806,144.336655
5357,SURF COAST HIGHWAY / BEACH ROAD,INT,SFC,-38.326009,144.317681
5358,Bridge Rd nr Hitchcock St ,FLASH PX,GLG,-38.282393,144.491895
5359,PIONEER ROAD / MEADOWVALE DRIVE,INT,GLG,-38.200531,144.32368
5360,WARRALILY BOULEVARD/HORSESHOE BEND ROAD,INT,GLG,-38.24021,144.352784
5361,BELLARINE HIGHWAY / CLIFTON AVENUE,INT,GLG,-38.185954,144.450998
5362,MELALUKA NR LEOPOLD PLAZA ACCESS SC,POS,GLG,-38.185162,144.45587
5363,BARRABOOL RD / GRR SOUTHBOUND RAMPS,INT,GLG,-38.229464,144.33596
5364,ECHUCA-MOOROOPNA / MACISAAC,INT,GSH,-36.378989,145.350554
5365,GREAT OCEAN RD NR CAMP,POS,SFC,-38.405068,144.189795
5366," Corangamite St, Flashing Lights",FLASH PX,COY,-38.341205,143.584477
5367,Drouin-Warrgul nr Bank st,FLASH PX,BAW,-38.136803,145.858433
5368,Geelong-Portarlington Rd / Melaluka Rd,INT,GLG,-38.174401,144.458055
5369,Unity Drive/Sovereign Drive,INT,GLG,-38.225403,144.326562
5371,SURF COAST HIGHWAY / BOUNDARY ROAD,INT,GLG,-38.21962,144.337823
5372,PORTARLINGTON ROAD/TIVOLI DRIVE,INT,GLG,-38.184587,144.542987
5373,Davis Road / Hogans Road,INT,WYN,-37.859215,144.648572
5374,SAYERS RD / HERMOSA DVE / MEDALLION BLVD,INT,WYN,-37.843285,144.639893
5375,FOREST NR LAKE,POS,GLG,-38.03042,144.395054
5376,BARWON HEADS ROAD / PRECINCT ROAD,INT,GLG,-38.213682,144.368764
5377,Davis Rd / Bethany Rd,INT,WYN,-37.853062,144.649734
5378,Broderick - Heales Rd Corio,INT,GLG,-38.05065,144.379925
5380,Hogans near Riversdale,POS,WYN,-37.859959,144.656695
5381,ISON ROAD / BULBAN EAST,INT,WYN,-37.919768,144.607391
5382,ISON ROAD / BULBAN WEST,INT,WYN,-37.90487,144.616293
5383,ISON ROAD / ARMSTRONG ROAD / TOWNLEY,INT,WYN,-37.903985,144.613113
5385,GEELONG / ALFRED / COLDSTREAM,INT,WYN,-37.920285,144.635213
5386,PRINCES HWY / GALLOP ST / BAILLIE ST,INT,COY,-38.335109,143.609861
5388,DERRIMUT / DOHERTYS,INT,WYN,-37.819608,144.693631
5389,DERRIMUT / SAYERS,INT,WYN,-37.848438,144.688132
5390,PALMERS NR LANCASTER,POS,WYN,-37.877883,144.748468
5391,EASTERN BEACH RD NTH OF YARRA,FLASH PX,GLG,-38.144657,144.363434
5392,BELLERINE ST NR LT RYRIE,FLASH PX,GLG,-38.151787,144.364341
5393,WESTERN BEACH RD NTH OF CUNNINGHAM,FLASH PX,GLG,-38.143612,144.361309
5395,Pigdons Road/Alfred Deakin Drive,INT,GLG,-38.198499,144.304985
5396,MORRIS RD/TANGLEWOOD DR,INT,WYN,-37.822144,144.715444
5397,Pigdons Road/Nicol drive North,INT,GLG,-38.194938,144.305005
5398,Hogans Road/ Connaught Road,INT,WYN,-37.859224,144.648838
5399,PALMERS / DELANEY / WILDEBRAND,INT,WYN,-37.857286,144.747838
5400,HIGH NR HAMILTON,POS,MIT,-37.205084,145.046042
5401,MAIN BTW ROBERTSON & VICTORIA,POS,MUR,-37.531912,145.340852
5402,BROADFORD-KILMORE RD / PINNIGER ST,POS,MIT,-37.206653,145.043249
5410,PORTARLINGTON RD/GRUBB RD/ANDERSON RD,INT,GLG,-38.185489,144.550565
5411,Tivoli Drive/ Bellarine Rail Trail,POS,GEN,,
5412,PORTARLINGTON/HIGH/RESERVE/JETTY,INT,GLG,-38.181823,144.553026
5413,Barwon Heads -Ocean Grove (Orton) / Presidents,INT,GLG,-38.269626,144.52121
5414,ISON ROAD NR BULBAN RD SOUTH,POS,WYN,-37.912774,144.625396
5415,Pakington Street between Villamanta St & Pizer St,POS,GLG,-38.145622,144.347366
5416,Shannon Avenue between Gertrude St & Crofton St,POS,GLG,-38.143276,144.335864
5417,Grubb Road/Coastal Blvd,INT,GLG,-38.246725,144.537796
5418,HAMILTON HWY/DELL BLVD/UPPER PAPER MILLS RD,INT,GLG,-38.141928,144.300374
5419,Moorabool St nr Corio St,FLASH PX,GLG,-38.146291,144.361209
5420,Morris Road / Woods Rd/ Fortitude Dr,INT,WYN,-37.821504,144.71168
5421,Brown St near Lonsdale St,FLASH PX,SGR,-37.741829,142.024548
5422,CLARA Ave btween Nile Dr & Yukon St,POS,MLT,-37.764858,144.701838
5423,Portarlington Road / Hermsley Road / Curlewis Road,INT,GLG,-38.180822,144.512609
5424,Moorabool Street / Lonsdale Street,INT,GLG,-38.157473,144.35606
5425,SURF COAST/COOMBES/ROSSER,INT,SFC,-38.314732,144.318374
5427,York Street / Cunninghame Street,INT,WEL,-38.107294,147.068203
5429,Pound Road West / Hydrive Close,INT,DAN,-38.030173,145.230213
5430,Pound Road West /  Ventura Place,INT,DAN,-38.028241,145.23159
5432,Sunbury Road/Marinis Drive,INT,HUM,-37.600759,144.762887
5433,BAANIP BOULEVARD / BOUNDARY ROAD,INT,GLG,-38.216454,144.311988
5434,Hall Road / McCormicks Road,INT,FRA,-38.102467,145.196816
5436,CORIO QUAY ROAD/ GEELONG PORT ACCESS ROAD,INT,GLG,-38.106825,144.357963
5437,Western Port Highway / Hall Road,INT,CAS,-38.107071,145.233548
5438,Hall Road / Taylor Road,INT,FRA,-38.104722,145.215259
5439,Bells Road / Bellavita Avenue,INT,CAS,-38.137315,145.355314
5440,Craigieburn Road / Cimberwood Drive,INT,HUM,-37.59726,144.925195
5441,Craigieburn Road / Dorchester Street,INT,HUM,-37.596846,144.921872
5442,Craigieburn Road / Balyang Way,INT,HUM,-37.59508,144.913759
5444,Bells Road / St Germain Boulevard,INT,CAS,-38.09565,145.359917
5447,Craigieburn near Rayfield,POS,HUM,-37.598193,144.934366
5448,Craigieburn Road / Cragieburn Road West,INT,HUM,-37.598971,144.941723
5449,TAYLORS/FRONTIER/RECREATION - AINTREE,INT,MLT,-37.715085,144.67982
5452,DOHERTYS RD / DAVIS RD,INT,WYN,-37.815347,144.65684
5453,PRINCES HWY / APSLEY PARKWAY / CONNECTOR B ROAD,INT,CAR,-38.064964,145.534433
5454,Ballarto Road / Lyrebird Drive,INT,FRA,-38.114078,145.168947
5456,Arthur Seat Road North of Purves Road,FLASH PX,MRP,-38.353887,144.950341
5457,Arthur Seat Rd West of Seal Rock Ave,FLASH PX,MRP,-38.353503,144.951193
5458,BUSH BLVD BTWN OLEANDER & MCDONALDS,POS,WHI,-37.652848,145.076244
5459,Craigieburn Road/Mickleham Road,INT,HUM,-37.589828,144.879528
5460,Craigieburn Road/Waterview Boulevard,INT,HUM,-37.593012,144.905261
5462,Barwon Heads Rd / Marshalltown Rd / Tannery Rd,INT,GLG,-38.197946,144.362587
5463,Barwon Heads Rd / Reserve Rd,INT,GLG,-38.208096,144.368418
5466,MCGREGOR ROAD / SOUTH EAST BVD,INT,CAR,-38.096818,145.469928
5469,Lower Heidelberg Rd Between Carmichael St & Wilfred Rd,POS,BAN,-37.772742,145.058412
