SITE_NO,SITE_NAME,TYPE,MUNICIPALITY,LATITUDE,LONGITUDE
3186,Pattersons Road / Thoroughbred Drive,INT,CAS,-38.119803,145.336575
3187,Deveny Road/Central Site Access Road,INT,WHI,-37.659144,145.014834
3188,Soldiers Rd/ Viewbright Rd/ Skylark Blvd,INT,CAS,-38.081638,145.362841
3189,CENTRE/KNIGHT,INT,MSH,-37.928047,145.11498
3190,MIDDLEBOROUGH NR KATRINA,POS,WTH,-37.80368,145.141553
3191,CLAYTON/DUNSTAN,INT,MSH,-37.925485,145.119652
3192,MIDDLEBOROUGH NR MCKEAN,POS,WTH,-37.814575,145.139602
3193,MIDDLEBOROUGH/ALBION,INT,WTH,-37.825626,145.13721
3194,MIDDLEBOROUGH/MASTERS,INT,WTH,-37.83692,145.135136
3195,MIDDLEBOROUGH/ELEY,INT,WTH,-37.845838,145.133483
3196,HIGHBURY/STEPHENSONS/MIDDLEB,INT,MSH,-37.857563,145.131436
3197,CLAYTON NR DUNSTAN,POS,MSH,-37.927043,145.11937
3198,CENTRE/CLAYTON,INT,MSH,-37.928527,145.119061
3199,CENTRE/ESKAY,INT,MSH,-37.925282,145.092699
3200,CLAYTON/FAIRBANK,INT,KIN,-37.940369,145.116777
3202,OSBORNE NR ROYAL,POS,DAN,-37.947042,145.149373
3203,BOUNDARY/OLD DANDENONG,INT,KIN,-37.966321,145.110629
3204,CENTRE DANDENONG/BOUNDARY,INT,KIN,-37.97228,145.111686
3205,CLAYTON NR COLONEL,POS,MSH,-37.920962,145.120535
3206,CLAYTON/HAUGHTON/CARINISH,INT,MSH,-37.924401,145.119875
3207,CLAYTON NR BRENTWOOD,POS,KIN,-37.934687,145.117794
3208,CLAYTON/MONASH MEDICAL CENTRE,INT,MSH,-37.920114,145.120698
3209,CLAYTON/RYANS,INT,KIN,-37.950245,145.114848
3210,DOUGLAS/NORTH,INT,HOB,-37.845112,144.892295
3211,MCNAUGHTON NR TORTEVAL,POS,MSH,-37.928805,145.136361
3212,HEATHERTON/KINGSTON/CLAYTON/BOUNDARY,INT,KIN,-37.957602,145.113395
3213,SPRING BTW VIOLA & CLEELAND,POS,BOR,-37.718033,145.005757
3214,HIGH/WOOD/SPENCER,INT,DAR,-37.733456,145.00478
3216,BROADWAY NR MARCHANT,POS,DAR,-37.716972,145.009673
3217,HIGH/ALLENBY,INT,BOR,-37.705756,145.009502
3218,MURRAY NR MARY,POS,DAR,-37.737778,145.00206
3219,PLENTY/EAST PRESTON TRAM DEPOT,INT,BOR,-37.744445,145.007092
3220,PLENTY/HIGH/DUNDAS/MILLER,INT,BOR,-37.75229,145.001652
3221,HIGH/GOWER/CRAMER,INT,BOR,-37.740374,145.003616
3222,HIGH/MURRAY,INT,BOR,-37.737971,145.004006
3223,HIGH/REGENT/TYLER,INT,BOR,-37.730778,145.005256
3224,HIGH/BROADHURST,INT,DAR,-37.708841,145.008937
3225,HIGH/BROADWAY,INT,BOR,-37.716709,145.007668
3226,HIGH NR BARTON,POS,DAR,-37.711123,145.008541
3227,HIGH NR GLASGOW,POS,DAR,-37.70747,145.009188
3228,HIGH NR CHURCH,POS,DAR,-37.699969,145.010539
3229,HIGH/MAHONEYS/KEON,INT,BOR,-37.694871,145.011875
3230,HIGH/SETTLEMENT,INT,WHI,-37.687811,145.012571
3231,HIGH/MAIN,INT,WHI,-37.680245,145.013835
3232,HIGH/MANNS CROSSING,INT,WHI,-37.672626,145.015563
3233,HIGH/PASCHKE/KINGSWAY,INT,WHI,-37.666252,145.01645
3234,HIGH/AUSTARC,INT,WHI,-37.686554,145.01278
3235,HIGH NR QUEEN,POS,DAR,-37.726473,145.006045
3236,HIGH/CHILDS,INT,WHI,-37.65965,145.019098
3237,HIGH/KINGSWAY (SEE 3233),INT,WHI,-37.665575,145.016591
3238,COOPER/NORTHERN HOSPITAL ENT,INT,WHI,-37.651077,145.015494
3239,SETTLEMENT/APEX,INT,WHI,-37.69401,145.035028
3240,EVANS/CENTRAL PARKWAY,INT,CAS,-38.0946,145.2553
3241,VICTORIA/DUNDAS,INT,DAR,-37.753723,145.014114
3242,PLENTY/BUSH/DEVELOPMENT,INT,WHI,-37.65627,145.080122
3243,HIGH/RESERVOIR STATION ENTRY,INT,BOR,-37.718121,145.007399
3245,SETTLEMENT/BRAND,INT,WHI,-37.693898,145.033944
3246,EVANS/BROOK,INT,HUM,-37.57973,144.729333
3247,STATION/EVANS,INT,HUM,-37.58201,144.727679
3248,HORNE/GAP (NORTH SIDE GAP),FLASH PX,HUM,-37.580666,144.725097
3249,GAP/HORNE (WEST SIDE HORNE),FLASH PX,HUM,-37.580742,144.724894
3250,HORNE NR CORNISH,POS,HUM,-37.578008,144.727063
3251,O'SHANNASSY NR STATION,FLASH PX,HUM,-37.582603,144.728967
3252,MACEDON NR EVANS,POS,HUM,-37.576993,144.731711
3253,RIDDELL NR HORNE,POS,HUM,-37.575338,144.728145
3254,GAP/ALDI ENTRANCE,INT,HUM,-37.578746,144.713153
3255,VINEYARD/HORNE/MITCHELLS,INT,HUM,-37.585995,144.721216
3256,ESPLANADE BTW PIER/BENT,FLASH PX,HOB,-37.870611,144.83103
3257,VINEYARD/ELIZABETH/DEVENY,INT,HUM,-37.595131,144.714033
3258,Boundary Road / Chifley Drive,INT,KIN,-37.978597,145.110614
3259,MURRAY/NORTHLAND SHOP EAST ACCESS RD,INT,DAR,-37.740965,145.03241
3260,ALBERT/TYLER,INT,DAR,-37.732273,145.025004
3261,ALBERT/WOOD,INT,DAR,-37.735552,145.024212
3262,ALBERT/MURRAY,INT,BOR,-37.740129,145.023432
3263,ALBERT/GOWER,INT,BOR,-37.74256,145.022614
3264,ALBERT/RAGLAN,INT,BOR,-37.751012,145.021174
3265,ALBERT/DUNDAS/STATION,INT,BOR,-37.754433,145.020618
3266,STATION NR CLARENDON,POS,BOR,-37.762095,145.020961
3267,DAREBIN/STATION,INT,BOR,-37.765484,145.020387
3268,SEPARATION/STATION,INT,DAR,-37.771709,145.019347
3269,STATION NR DUNCAN,POS,BOR,-37.777331,145.018403
3270,McGregor Rd near Livingstone Blvd,POS,CAR,-38.084144,145.472527
3271,STATION NR MANSFIELD,POS,DAR,-37.758933,145.021497
3272,STATION NR COLLINS,POS,BOR,-37.755798,145.020818
3273,WOOD NR LAUREL,POS,DAR,-37.736219,145.029601
3274,WOOD/LAUREL/NORTHLAND ACCESS,INT,DAR,-37.736095,145.028308
3280,FERNTREE GULLY/HUNTINGDALE,INT,MSH,-37.897014,145.106148
3281,HUNTINGDALE NR ESTELLE,POS,MSH,-37.892736,145.106999
3283,Moreland St / Parker St ,INT,MRG,-37.807358,144.904155
3284,Moreland St / Whitehall St,INT,MRG,-37.808208,144.90322
3285,Footscray Rd / Napier St / Moreland St,INT,MRG,-37.805601,144.905576
3286,Sims Street Near Footscray Road,POS,MBN,-37.80687,144.909377
3287,Balcombe Road / Davies Street,INT,KIN,-37.980924,145.061981
3288,Governor Road / Bate Drive,INT,KIN,-38.009071,145.119269
3289,Glasscocks Road / Wheelers Park Drive,INT,CAS,-38.073765,145.329492
3290,GRANGE/NEERIM,INT,GLE,-37.887273,145.046129
3291,GLENHUNTLY/GRANGE/WATSON,INT,GLE,-37.889692,145.044798
3292,NORMANBY/QUEENS,INT,GLE,-37.879182,145.044444
3293,GRANGE BTW GARDEN/WATTLE,POS,GLE,-37.894382,145.045903
3294,Racecourse Road / Henry St / Azola Dr,INT,CAR,-38.07946,145.492967
3295,Greaves Road nr Berwick Springs Bvd,POS,CAS,-38.058272,145.324899
3296,Victoria Rd / Switchback Rd / Nelson Rd,INT,YRG,-37.745638,145.337348
3297,High Street / Deby Place / Mary Street,INT,BOR,-37.804073,145.038402
3299,HEIDELBERG NR THE ESPLANADE,POS,YRA,-37.784791,145.002604
3300,QUEENS/SMITH,INT,YRA,-37.790809,144.985675
3301,QUEENS/WELLINGTON/DELBRIDGE,INT,YRA,-37.789425,144.989003
3302,QUEENS/GOLD/MICHAEL,INT,YRA,-37.788649,144.99087
3303,QUEENS/HEIDELBERG,INT,YRA,-37.788115,144.992056
3304,HEIDELBERG/FENWICK,INT,YRA,-37.785869,144.999207
3305,HEIDELBERG/YARRA BEND/JEFFREY,INT,YRA,-37.784078,145.00963
3306,HEIDELBERG/STATION,INT,DAR,-37.783363,145.017391
3307,HEIDELBERG NR YARRAFORD,POS,DAR,-37.782604,145.021471
3308,HEIDELBERG/CHANDLER/GRANGE,INT,YRA,-37.781876,145.025038
3309,HEIDELBERG/YARRALEA,INT,DAR,-37.780555,145.032269
3310,HEIDELBERG NR MERTON,POS,BAN,-37.775308,145.039101
3311,HEIDELBERG/LWR HEIDELBERG/UPP HEIDELBERG,INT,BAN,-37.77274,145.040711
3312,LWR HEIDELBERG/MARSHALL,INT,BAN,-37.771794,145.046734
3313,LWR HEIDELBERG NR BURTON,POS,BAN,-37.77286,145.059665
3314,ROSANNA/DAREBIN,INT,BAN,-37.754642,145.069974
3315,ROSANNA RD / ST JAMES RD,INT,BAN,-37.747473,145.071275
3316,ROSANNA/BANYULE,INT,BAN,-37.742871,145.072485
3317,BURGUNDY/STUDLEY/STRADBROKE/MOUNT,INT,BAN,-37.755734,145.062135
3318,GRANGE NR EVANS,POS,DAR,-37.775044,145.025824
3320,VICTORIA NR SIMPSON,POS,MBN,-37.809861,144.989054
3321,PATTERSON RD / TUCKERS RD,INT,CAS,-38.120948,145.345997
3322,GAP ROAD / HORNE STREET,INT,HUM,-37.580782,144.724995
3323,JOHNSTON ST / CARPARK ACCESS,INT,YRA,-37.800852,145.00362
3325,Wiltshire Blvd bet Sadie Ave and Tower ,FLASH PX,MLT,-37.714238,144.627692
3326,ARMSTRONG ROAD / FAIRHALL AVENUE,INT,WYN,-37.903645,144.605785
3327,Boundary Rd / Garden Bvd / Access Rd,INT,KIN,-37.975471,145.111236
3329,LOWER PLENTY NR GRANDVIEW,POS,BAN,-37.743661,145.063677
3330,LWR PLENTY/UPP. HEIDELBERG/WAIORA/ALTONA,INT,BAN,-37.747337,145.05783
3332,LWR PLENTY/ROSANNA,INT,BAN,-37.737124,145.075083
3333,GREENSBOROUGH/LWR PLENTY,INT,BAN,-37.735223,145.078405
3334,LWR PLENTY/YALLAMBIE,INT,BAN,-37.729444,145.102768
3335,LWR PLENTY/GRANTHAM,INT,BAN,-37.729856,145.091524
3336,LWR PLENTY/TURNHAM/RAILWAY CROSSING,INT,BAN,-37.742105,145.066389
3337,LWR PLENTY/CREW/MARTINS,INT,BAN,-37.731572,145.085419
3338,BANYULE NR BEVERLEY,POS,BAN,-37.742476,145.080775
3339,DIAMOND CREEK/PLENTY RIVER,INT,NBK,-37.683535,145.118373
3340,GREENSBOROUGH/YALLAMBIE,INT,BAN,-37.719466,145.081198
3341,GREENSBOROUGH HWY/WATSONIA,INT,BAN,-37.714483,145.082855
3344,GRIMSHAW ST/GREENSBOROUGH RD,INT,BAN,-37.703442,145.092276
3345,GRIMSHAW/HENRY/THE CIRCUIT,INT,BAN,-37.704362,145.10068
3346,MAIN NR GREENSBOROUGH CENTRE,POS,BAN,-37.703551,145.104178
3347,MAIN/PARA/CIRCUIT/HAILES,INT,BAN,-37.702919,145.105208
3348,CHUTE NR INGLES,POS,NBK,-37.672797,145.151387
3349,DIAMOND CREEK/ST HELENA,INT,BAN,-37.699688,145.107673
3350,GREENSBOROUGH/ERSKINE,INT,BAN,-37.730019,145.079421
3351,MAIN NR PARKER,FLASH PX,NBK,-37.639686,145.19284
3352,MAIN HURSTBRIDGE/ELIZABETH,INT,NBK,-37.673599,145.154937
3353,MOUNTAIN VIEW/ST HELENA,INT,BAN,-37.700121,145.114865
3354,RYANS/WALLOWA/ALLENDALE,INT,NBK,-37.686956,145.14291
3355,ST HELENA/KARINGAL,INT,BAN,-37.700993,145.121941
3356,HEIDELBERG-KINGLAKE NR THE PARKWAY,POS,NBK,-37.674086,145.166375
3357,MRR/GREENSBOROUGH HWY,INT,BAN,-37.695056,145.092566
3358,THE CIRCUIT/LORIMER/G'BOROURGH SHOP,INT,BAN,-37.702855,145.100865
3360,BANKSIA/LWR HEIDELBERG,INT,BAN,-37.75973,145.069047
3361,BANKSIA/DORA,INT,BAN,-37.760037,145.071534
3362,BANKSIA/CAPE,INT,BAN,-37.759444,145.066566
3363,BANKSIA NR MOUNT,POS,BAN,-37.758922,145.062028
3364,KARINGAL/WEIDLICH,INT,NBK,-37.704724,145.128145
3367,Vineyard Road near Civic Street,POS,MLT,-37.621384,144.704987
3368,Hopkins St Nr Maribyrnong St,POS,MRG,-37.80085,144.909235
3369,Tucker Rd / AppleJack Bvd / Creekside St,INT,CAS,-38.126856,145.344773
3373,HODDLE NR STANTON S/B,POS,YRA,-37.804049,144.992285
3374,HODDLE NR STANTON N/B,POS,YRA,-37.804001,144.992293
3375,HODDLE NR STUDLEY S/B,POS,YRA,-37.801145,144.992768
3376,HODDLE NR PETER,POS,YRA,-37.801194,144.99276
3377,WELLINGTON/GIPPS,INT,YRA,-37.804433,144.986442
3378,EASTERN FWY ON NR HODDLE DD 3380,POS,YRA,-37.795979,144.993615
3380,EASTERN FWY OFF RAMP/HODDLE,INT,YRA,-37.795997,144.99397
3381,HODDLE/TRURO,INT,YRA,-37.797937,144.993283
3382,HODDLE/JOHNSTON,INT,YRA,-37.799845,144.992987
3383,HODDLE/GIPPS,INT,YRA,-37.804991,144.99213
3384,HODDLE/LANGRIDGE,INT,YRA,-37.807161,144.991773
3385,HODDLE/VICTORIA,INT,YRA,-37.809908,144.99132
3386,HODDLE/ALBERT/ELIZABETH,INT,MBN,-37.811248,144.991117
3387,PUNT/UNION,INT,FRA,-37.853504,144.983705
3388,HODDLE NR HOTHAM,POS,MBN,-37.814449,144.990498
3389,HODDLE/FREEMAN,INT,YRA,-37.815331,144.990367
3390,PUNT/BRIDGE/HODDLE/WELLINGTON,INT,MBN,-37.817555,144.990013
3391,PUNT/ROWENA,INT,MBN,-37.820299,144.989583
3392,PUNT/BRUNTON,INT,MBN,-37.823047,144.989105
3393,PUNT/SWAN,INT,MBN,-37.824602,144.988855
3394,MONASH ON RAMP NR PUNT,POS,MBN,-37.828865,144.988134
3395,PUNT/ALEXANDRA,INT,MBN,-37.830633,144.987845
3396,PUNT/DOMAIN,INT,MBN,-37.834762,144.987263
3397,PUNT/TOORAK,INT,MBN,-37.838321,144.986525
3398,PUNT/PASLEY NTH,INT,MBN,-37.841235,144.985935
3399,PUNT/COMMERCIAL,INT,MBN,-37.845705,144.985024
3400,PUNT/MOUBRAY/GREVILLE,INT,MBN,-37.848297,144.98455
3401,PUNT/HIGH,INT,MBN,-37.850667,144.984256
3403,KENSINGTON RD/ALTONA ST,INT,MBN,-37.795938,144.924546
3404,KENSINGTON/HOBSONS/CHILDERS,INT,MBN,-37.798493,144.920111
3405,DYNON/DOCK LINK,INT,MBN,-37.801762,144.917101
3406,RATHDOWNE NR FARADAY ST,POS,MBN,-37.79884,144.97027
3408,OLYMPIC BLVD/MELBOURNE PARK ENT D,INT,MBN,-37.824517,144.987964
3409,OLYMPIC BLVD/RECTANGULAR STADIUM EAST AC,INT,MBN,-37.824146,144.985045
3410,FLINDERS LANE/MARKET,INT,MBN,-37.818308,144.960633
3416,STURT NR GRANT,POS,MBN,-37.825617,144.966718
3417,ELGIN/DRUMMOND,INT,MBN,-37.797293,144.968774
3418,DORCAS NR ST LUKE,FLASH PX,PTP,-37.832852,144.961115
3419,MCKINNON NR GLEN ORME,POS,GLE,-37.91092,145.0371
3420,ORMOND NR BYRNE,FLASH PX,PTP,-37.882718,144.983181
3421,ORMOND NR VAUTIER,FLASH PX,PTP,-37.885036,144.987018
3422,ORMOND NR DOCKER,FLASH PX,PTP,-37.886037,144.988674
3423,ORMOND NR PINE,FLASH PX,PTP,-37.886353,144.989198
3424,BARKLY/ALMA/PRINCES,INT,PTP,-37.860218,144.982489
3425,BARKLY/GREY/INKERMAN,INT,PTP,-37.864098,144.981779
3426,BARKLY/CARLISLE,INT,PTP,-37.867169,144.981225
3427,BARKLY/ACLAND/MITFORD,INT,PTP,-37.869641,144.980745
3428,FITZROY/ACLAND/BEACONSFIELD,INT,PTP,-37.862011,144.973594
3429,WHITEHALL NR FREDERICK,POS,MRG,-37.820081,144.89873
3430,SOMERVILLE/HYDE,INT,MRG,-37.814375,144.897177
3431,HYDE/FRANCIS,INT,MRG,-37.821797,144.895857
3432,FRANCIS NR BALLARAT,POS,MRG,-37.821167,144.890213
3434,BARKLY NR ALBERT,POS,MRG,-37.799662,144.898642
3435,WHITEHALL/SOMERVILLE,INT,MRG,-37.814665,144.899771
3436,KENSINGTON NR DEVON,POS,MBN,-37.796843,144.922975
3437,FARNSWORTH/MEYERS,INT,MRG,-37.790284,144.9008
3438,FRANCIS/WHITEHALL,INT,MRG,-37.822079,144.898375
3439,JASPER/PATTERSON,INT,GLE,-37.926211,145.040272
3440,JASPER/MCKINNON,INT,GLE,-37.911652,145.042866
3441,CENTRE/JASPER,INT,GLE,-37.918843,145.041676
3442,JASPER NR BREWER,INT,GLE,-37.922875,145.04091
3443,CENTRE NR GILBERT,POS,GLE,-37.917658,145.032066
3444,RATHDOWNE NR RICHARDSON,FLASH PX,YRA,-37.784787,144.972667
3445,OLYMPIC BLVD(SWAN) NR BATMAN,POS,MBN,-37.823612,144.980891
3446,WHITEHALL/PARKER,INT,MRG,-37.807094,144.903286
3447,Dohertys Road / Morris Road,INT,WYN,-37.821811,144.711505
3448,SMITH BTW KEELE/ROSE,POS,YRA,-37.79676,144.98465
3449,JOHNSTON/PATTERSON,INT,YRA,-37.800651,145.001232
3450,NICHOLSON/ELGIN/JOHNSTON,INT,MBN,-37.797952,144.974877
3451,BRUNSWICK/JOHNSTON,INT,YRA,-37.798337,144.978467
3452,JOHNSTON / NAPIER,INT,YRA,-37.798626,144.981163
3453,JOHNSTON/SMITH,INT,YRA,-37.798959,144.984271
3454,JOHNSTON/WELLINGTON,INT,YRA,-37.799278,144.987345
3456,JOHNSTON NR LULIE,POS,YRA,-37.799937,144.993927
3457,JOHNSTON/NICHOLSON,INT,YRA,-37.800294,144.997596
3460,COLLINS BTW SPENCER & KING,FLASH PX,MBN,-37.818862,144.954873
3461,Grimshaw Street / Flintoff Street,INT,BAN,-37.704889,145.105307
3463,Anderson St nr Fairlie Crt-Clowes St ,POS,MBN,-37.831163,144.984302
3465,Racecourse Road NR Victoria Street,POS,MNV,-37.788479,144.933432
3466,Leakes Road/Taylors Road,INT,MLT,-37.713065,144.655786
3467,Taylors Rd/Fields St/Aintree Boulevard,INT,MLT,-37.715055,144.679517
3469,Point Cook Rd near Tristania Dr,POS,WYN,-37.905483,144.752584
3470,Albion nr Gronn,POS,MRD,-37.758009,144.939247
3471,ST KILDA RD NR BOWEN CRESCENT,POS,MBN,-37.834881,144.974753
3473,DOHERTYS/JESSICA,INT,WYN,-37.824701,144.745538
3474,MAHER NR THOMAS,FLASH PX,HOB,-37.863541,144.770989
3475,MERTON NR CENTRAL,FLASH PX,HOB,-37.873195,144.777327
3476,CENTRAL NR KIORA,POS,HOB,-37.871394,144.775638
3477,RAILWAY BTW EPSOM & FITZROY,POS,HOB,-37.864525,144.771263
3478,MERTON/NEWLAND,INT,HOB,-37.866824,144.778182
3479,DOHERTYS RD EAST / WHITTAKER DRIVE,INT,HOB,-37.831189,144.822601
3480,KOROROIT CK/MAIDSTONE,INT,HOB,-37.847244,144.809415
3482,KOROROIT CREEK/DRAKE,INT,HOB,-37.850019,144.833791
3483,PFW SB RAMPS/KOROROIT CREEK,INT,HOB,-37.844857,144.788732
3484,MAIDSTONE NR GATE 6,POS,HOB,-37.849471,144.809
3485,PFW NB RAMPS/KOROROIT CREEK,INT,WYN,-37.844334,144.783231
3486,WILLIAMSTOWN/SHOPPING CENTRE ENT,INT,MRG,-37.816951,144.882679
3487,WILLIAMSTOWN NR THOMAS,POS,MRG,-37.823449,144.881437
3490,Perry Road / Naxos Way,INT,DAN,-38.026884,145.181962
3491,Perry Road / Freight Drive,INT,DAN,-38.03375,145.185243
3494,DONNYBROOK RD / CLOVERTON BLVD /ENGLISH ST,INT,WHI,-37.542017,144.963607
3495,Hartington Street near Marlborough Stree,POS,MRD,-37.704451,144.917723
3496,MAIN NR MORRIS,FLASH PX,YRG,-37.903491,145.330224
3497,MAIN NR MAHONEY,FLASH PX,YRG,-37.90396,145.331394
3498,ELGIN/CARDIGAN,INT,MBN,-37.797009,144.966096
3499,BLACKSHAWS/MILLS/KYLE,INT,HOB,-37.83207,144.856317
3500,MILLERS NR EAMES,POS,HOB,-37.819461,144.849472
3501,MILLERS/BLACKSHAWS,INT,HOB,-37.831225,144.848252
3502,MILLERS/MASON,INT,HOB,-37.838486,144.847016
3503,MILLERS NR HOBB,POS,HOB,-37.842082,144.846407
3505,QUEEN NR SARGOOD,FLASH PX,HOB,-37.869293,144.828757
3507,KOROROIT CREEK NR ADELINE,POS,HOB,-37.857135,144.88187
3508,BLACKSHAWS/CHAMBERS,INT,HOB,-37.830708,144.84335
3509,NAPIER NR BREWSTER,POS,MNV,-37.751172,144.918446
3510,MT ALEXANDER/PUCKLE/DEAN,INT,MNV,-37.767159,144.924843
3511,MT ALEXANDER/KELLAWAY/TAYLORS,INT,MNV,-37.764462,144.923681
3512,MT ALEXANDER (W) NR GRANDISON,POS,MNV,-37.760028,144.920941
3513,MT ALEXANDER/BUCKLEY,INT,MNV,-37.757287,144.919278
3514,MT ALEXANDER/NAPIER/FLETCHER,POS,MNV,-37.755012,144.917782
3515,MT ALEXANDER/BREWSTER/THISTLE,INT,MNV,-37.750313,144.91447
3516,BULLA NR HOLYROOD,POS,MNV,-37.738597,144.906609
3517,MT ALEXANDER (E) NR CRAWFORD,POS,MNV,-37.760767,144.921403
3518,MT ALEXANDER/TRAM DEPOT,INT,MNV,-37.778476,144.930377
3519,MT ALEXANDER NR LINCOLN,POS,MNV,-37.744751,144.910236
3521,BULLA NR CARNARVON,POS,MNV,-37.741303,144.908085
3522,MT ALEXANDER NR NAPIER,FLASH PX,MNV,-37.755012,144.917782
3523,MT ALEXANDER NR FLETCHER,FLASH PX,MNV,-37.754976,144.917309
3524,RACECOURSE NR PIN OAK,POS,MNV,-37.788245,144.930284
3525,FERGUSON BTW LYONS/BATH,FLASH PX,HOB,-37.858738,144.896362
3526,MILLERS/CABOT DRIVE,INT,HOB,-37.844017,144.84608
3527,KOROROIT/MADDOX,INT,HOB,-37.855594,144.867203
3528,LINCOLN NR SPENCER,POS,MNV,-37.748413,144.909389
3529,Boundary Rd/Derrimut Dv/Moorinna - Derrimut,INT,WYN,-37.810879,144.755405
3532,NICHOLSON ST NR CARLTON ST,POS,MBN,-37.801482,144.974313
3533,Sussex Street near Marion Street,POS,MRD,-37.730911,144.949735
3535,Wellington Rd / Mazda Rd / Nestle Rd,INT,MSH,-37.917771,145.151828
3536,CLARENDON/COVENTRY,INT,PTP,-37.831891,144.960058
3537,FERRARS NR COVENTRY,POS,PTP,-37.833322,144.955109
3538,BEACONSFIELD NR HAROLD,POS,PTP,-37.852654,144.958618
3539,BEACONSFIELD NR LANGRIDGE,POS,PTP,-37.855905,144.965071
3541,MONTAGUE/NORMANBY/MUNRO,INT,PTP,-37.828959,144.948439
3542,WILLIAMSTOWN/INGLES/NORMANBY,INT,PTP,-37.831265,144.94444
3543,BEACH NR CANBERRA,POS,PTP,-37.840314,144.933249
3544,NORMANBY/MELB CONVENTION CENTRE,INT,MBN,-37.827622,144.951426
3545,Asling Street Nr Bay Street,FLASH PX,BAY,-37.90488,145.001684
3546,HAWTHORN/UNION,INT,BAY,-37.908468,145.017861
3547,CHURCH NR ST ANDREWS,FLASH PX,BAY,-37.912125,144.992335
3548,CHURCH NR CARPENTER,FLASH PX,BAY,-37.914202,144.994699
3549,NORTH NR ST JAMES,POS,BAY,-37.898707,144.997527
3550,NORTH/NEW,INT,BAY,-37.898324,144.994311
3551,NORTH/KOOYONG,INT,BAY,-37.900524,145.012215
3552,NORTH NR LANDCOX,POS,BAY,-37.900939,145.015694
3553,NORTH/HAWTHORN,INT,BAY,-37.901356,145.019185
3554,NORTH/BAMBRA/THOMAS,INT,BAY,-37.902165,145.025988
3555,NORTH/BOORAN/WHEATLEY,INT,GLE,-37.903289,145.034886
3556,NORTH NR DALMOR,POS,GLE,-37.903702,145.038116
3557,NORTH NR CARLYON,POS,GLE,-37.904153,145.041649
3558,NORTH/JASPER/GRANGE,INT,GLE,-37.90444,145.043917
3559,NORTH/KOORNANG/TUCKER,INT,GLE,-37.905706,145.053924
3560,NORTH/EAST BOUNDARY/MURRUMBEENA,INT,GLE,-37.90667,145.061755
3561,NORTH/POATH/POET,INT,GLE,-37.90814,145.074167
3562,NORTH NR SHAFTON,POS,MSH,-37.91225,145.1075
3563,NORTH NR JASSA,POS,GLE,-37.90856,145.077619
3564,NORTH/GOLF/GOLF LINKS,INT,MSH,-37.910078,145.090042
3565,NORTH NR WINDSOR,POS,MSH,-37.911028,145.098251
3566,NORTH/MILGATE/FENTON,INT,MSH,-37.91251,145.109613
3567,MURRUMBEENA/KANGAROO,INT,GLE,-37.897125,145.06511
3568,HAMPTON/DURRANT/CLUDEN,INT,BAY,-37.912367,145.007238
3569,Station Street NR Springvale Road,FLASH PX,WTH,-37.820564,145.176247
3570,CLAYTON/NORTH,INT,MSH,-37.913973,145.121876
3571,VICTORIA NR CROMWELL,POS,YRA,-37.809446,144.989512
3572,O'HEA STREET NR ROSS STREET,POS,MRD,-37.738,144.966
3573,Mt.Dandenong Rd btw Farnley St & Jarvis ,POS,MRH,-37.800749,145.298725
3574,Dorset Rd btw Leigh Rd & Affleck Rd,POS,MRH,-37.802484,145.289292
3575,HACKETTS ROAD/TOM ROBERTS PARADE,INT,WYN,-37.892,144.717
3576,Elm Grove / Urquhart St,FLASH PX,MRD,-37.740545,144.968855
3577,Cook Street / Service Station Access,INT,MBN,-37.829522,144.91665
3578,Sneydes Road / Hoppers Lane,INT,WYN,-37.897926,144.701496
3580,GALLOWAY DRIVE west of MERNDA VILLAGE,FLASH PX,WHI,-37.593491,145.089726
3581,NICKSON STREET west of DENNISON MALL,FLASH PX,WHI,-37.696927,145.057762
3582,NICKSON STREET east of DENNISON MALL,FLASH PX,WHI,-37.696972,145.058221
3583,STATION STREET north of PASCHKE CRES,FLASH PX,WHI,-37.666078,145.017687
3584,FERRES BOULEVARD between FINDON & MCDONA,POS,WHI,-37.646158,145.069116
3586,VANTAGE BOULEVARD/ELEVATION BOULEVARD,INT,HUM,-37.598603,144.893308
3587,COLERAINE BTW PASCOE VALE/PEARCEDALE,POS,HUM,-37.677619,144.919911
3588,PASCOE VALE NR ANSELM,POS,MRD,-37.702317,144.915225
3590,PASCOE VALE/ALBION/FLETCHER,INT,MNV,-37.75594,144.926098
3591,PASCOE VALE NR RALEIGH,POS,MNV,-37.752872,144.925576
3592,PASCOE VALE/MORELAND,INT,MNV,-37.750858,144.925256
3593,PASCOE VALE/WOODLAND,INT,MNV,-37.743492,144.928226
3594,PASCOE VALE/PECK/GAFFNEY,INT,MNV,-37.730014,144.923916
3595,PASCOE VALE/STEWART,INT,MRD,-37.728605,144.92389
3596,PASCOE VALE NR MAIN,POS,MRD,-37.724067,144.922234
3597,PASCOE VALE/DEVON/WINIFRED,INT,MRD,-37.721311,144.921222
3598,PASCOE VALE NR WILLETT,POS,MRD,-37.715339,144.918163
3599,PASCOE VALE/GLENROY,INT,MRD,-37.706277,144.916141
3600,PASCOE VALE/DIMBOOLA,INT,HUM,-37.683689,144.918293
3603,PASCOE VALE NR BELAIR,POS,MRD,-37.704787,144.915797
3604,PASCOE VALE NR MEAKER,POS,MRD,-37.718789,144.920233
3605,PASCOE VALE/KELLAWAY,INT,MNV,-37.763753,144.925494
